account_age_bucket,analytic_vertical,is_alpha_seller,order_payment_type,order_sales_channel,refund_mode,ret_amnt_bucket,return_action,return_amount,return_from_address_pincode,return_from_address_state,return_id,return_id_14_21days,return_id_7_14days,return_id_7days,return_id_last_day,return_reason,return_request_channel,seller_id,ratio_7days,ratio_7_14days,ratio_14_21days,ratio_21_28days,max_ratio,score
,,,,AndroidApp,,,wait_refund,44245.0,,,0.0,0.0,0.0,18.0,59,MFG_DEFECT_POOR_FINISH,SELF_SERVE,,3.1052631578947367,59.0,59.0,59.0,59.0,273.2631578947368
>700,,0.0,,AndroidApp,,,,68761.0,,,0.0,0.0,0.0,13.0,58,MFG_DEFECT_POOR_FINISH,,,4.142857142857143,58.0,58.0,58.0,58.0,271.3571428571429
,,0.0,,,,,wait_replace,54779.0,,,0.0,0.0,0.0,20.0,58,DAMAGED_BROKEN_PRODUCT,,,2.761904761904762,58.0,58.0,58.0,58.0,267.9047619047619
>700,,,,,,,,74043.0,,,0.0,0.0,0.0,28.0,58,DAMAGED_BROKEN_PRODUCT,,,2.0,58.0,58.0,58.0,58.0,266.0
>700,,,,,,,wait_refund,48699.0,,,0.0,0.0,0.0,14.0,56,MFG_DEFECT_POOR_FINISH,,,3.7333333333333334,56.0,56.0,56.0,56.0,261.3333333333333
,,0.0,,AndroidApp,,,wait_refund,36959.0,,,0.0,0.0,0.0,19.0,56,MFG_DEFECT_POOR_FINISH,,,2.8,56.0,56.0,56.0,56.0,259.0
,,,,,,,wait_replace,60154.0,,,0.0,0.0,0.0,20.0,55,DAMAGED_BROKEN_PRODUCT,SELF_SERVE,,2.619047619047619,55.0,55.0,55.0,55.0,254.04761904761904
,,0.0,COD,,,,,45887.0,,,0.0,0.0,0.0,21.0,55,DAMAGED_BROKEN_PRODUCT,,,2.5,55.0,55.0,55.0,55.0,253.75
,,,COD,,,,wait_refund,39034.0,,,0.0,0.0,0.0,14.0,54,MFG_DEFECT_POOR_FINISH,,,3.6,54.0,54.0,54.0,54.0,252.0
,,,COD,,,,wait_refund,36035.0,,,0.0,0.0,0.0,11.0,53,MFG_DEFECT_POOR_FINISH,SELF_SERVE,,4.416666666666667,53.0,53.0,53.0,53.0,249.54166666666669
,,,Prepaid,,,,,69962.0,,,0.0,0.0,0.0,21.0,54,MFG_DEFECT_POOR_FINISH,,,2.4545454545454546,54.0,54.0,54.0,54.0,249.13636363636363
,,,COD,,,,,54273.0,,,0.0,0.0,0.0,22.0,54,DAMAGED_BROKEN_PRODUCT,SELF_SERVE,,2.347826086956522,54.0,54.0,54.0,54.0,248.8695652173913
,,,,,,299-750,,26807.0,,,0.0,0.0,0.0,22.0,54,MFG_DEFECT_POOR_FINISH,,,2.347826086956522,54.0,54.0,54.0,54.0,248.8695652173913
,,,COD,AndroidApp,,,,46641.0,,,0.0,0.0,0.0,24.0,54,MFG_DEFECT_POOR_FINISH,,,2.16,54.0,54.0,54.0,54.0,248.4
>700,,0.0,,AndroidApp,,,,48412.0,,,0.0,0.0,0.0,13.0,53,MFG_DEFECT_POOR_FINISH,SELF_SERVE,,3.7857142857142856,53.0,53.0,53.0,53.0,247.96428571428572
>700,,,,,,,wait_refund,43822.0,,,0.0,0.0,0.0,13.0,53,MFG_DEFECT_POOR_FINISH,SELF_SERVE,,3.7857142857142856,53.0,53.0,53.0,53.0,247.96428571428572
,,0.0,,AndroidApp,,,wait_refund,32952.0,,,0.0,0.0,0.0,17.0,53,MFG_DEFECT_POOR_FINISH,SELF_SERVE,,2.9444444444444446,53.0,53.0,53.0,53.0,245.86111111111111
>700,,0.0,,,,,,58247.0,,,0.0,0.0,0.0,21.0,53,DAMAGED_BROKEN_PRODUCT,,,2.409090909090909,53.0,53.0,53.0,53.0,244.52272727272728
,,,,AndroidApp,,,,43909.0,,,0.0,0.0,0.0,22.0,53,INSTALL_ASSEMBLY_ISSUE,,,2.3043478260869565,53.0,53.0,53.0,53.0,244.26086956521738
,,0.0,,,,,wait_replace,47921.0,,,0.0,0.0,0.0,16.0,52,DAMAGED_BROKEN_PRODUCT,SELF_SERVE,,3.0588235294117645,52.0,52.0,52.0,52.0,241.6470588235294
,,,,AndroidApp,,,,43145.0,,,0.0,0.0,0.0,22.0,52,INSTALL_ASSEMBLY_ISSUE,SELF_SERVE,,2.260869565217391,52.0,52.0,52.0,52.0,239.6521739130435
,,,,,,299-750,,25227.0,,,0.0,0.0,0.0,19.0,51,MFG_DEFECT_POOR_FINISH,SELF_SERVE,,2.55,51.0,51.0,51.0,51.0,235.875
,,,COD,AndroidApp,,,,41933.0,,,0.0,0.0,0.0,20.0,51,MFG_DEFECT_POOR_FINISH,SELF_SERVE,,2.4285714285714284,51.0,51.0,51.0,51.0,235.57142857142856
>700,,,,,,,,64495.0,,,0.0,0.0,0.0,23.0,51,DAMAGED_BROKEN_PRODUCT,SELF_SERVE,,2.125,51.0,51.0,51.0,51.0,234.8125
,,,,,,,wait_refund,30479.0,,,0.0,0.0,0.0,17.0,50,INSTALL_ASSEMBLY_ISSUE,,,2.7777777777777777,50.0,50.0,50.0,50.0,231.94444444444446
,,,,,,,wait_refund,30479.0,,,0.0,0.0,0.0,17.0,50,INSTALL_ASSEMBLY_ISSUE,SELF_SERVE,,2.7777777777777777,50.0,50.0,50.0,50.0,231.94444444444446
,,0.0,,AndroidApp,,,,40193.0,,,0.0,0.0,0.0,18.0,50,INSTALL_ASSEMBLY_ISSUE,,,2.6315789473684212,50.0,50.0,50.0,50.0,231.57894736842104
,,,Prepaid,,,,,53050.0,,,0.0,0.0,0.0,18.0,50,MFG_DEFECT_POOR_FINISH,SELF_SERVE,,2.6315789473684212,50.0,50.0,50.0,50.0,231.57894736842104
,,0.0,,,,299-750,,24261.0,,,0.0,0.0,0.0,22.0,50,MFG_DEFECT_POOR_FINISH,,,2.1739130434782608,50.0,50.0,50.0,50.0,230.43478260869566
>700,,0.0,,,,,wait_refund,36452.0,,,0.0,0.0,0.0,12.0,49,MFG_DEFECT_POOR_FINISH,,,3.769230769230769,49.0,49.0,49.0,49.0,229.9230769230769
,,0.0,COD,,,,wait_refund,33458.0,,,0.0,0.0,0.0,13.0,49,MFG_DEFECT_POOR_FINISH,,,3.5,49.0,49.0,49.0,49.0,229.25
,,0.0,,,,299-750,,37450.0,,,0.0,0.0,10.75,50.57142857142857,84,,,4ab354c529074ce5,1.628808864265928,7.148936170212766,84.0,84.0,84.0,228.36989450109036
,,,,,,299-750,,37450.0,,,0.0,0.0,10.75,50.57142857142857,84,,,4ab354c529074ce5,1.628808864265928,7.148936170212766,84.0,84.0,84.0,228.36989450109036
,,0.0,,AndroidApp,,,,53802.0,,,0.0,0.0,12.6,63.857142857142854,85,,,4ab354c529074ce5,1.3105726872246695,6.25,85.0,85.0,85.0,228.27643171806167
,,,,AndroidApp,,,,53802.0,,,0.0,0.0,12.6,63.857142857142854,85,,,4ab354c529074ce5,1.3105726872246695,6.25,85.0,85.0,85.0,228.27643171806167
,,0.0,,AndroidApp,,,,39429.0,,,0.0,0.0,0.0,18.0,49,INSTALL_ASSEMBLY_ISSUE,SELF_SERVE,,2.5789473684210527,49.0,49.0,49.0,49.0,226.94736842105263
,,0.0,COD,,,,,39487.0,,,0.0,0.0,0.0,19.0,49,DAMAGED_BROKEN_PRODUCT,SELF_SERVE,,2.45,49.0,49.0,49.0,49.0,226.625
,,0.0,COD,AndroidApp,,,,41966.0,,,0.0,0.0,0.0,20.0,49,MFG_DEFECT_POOR_FINISH,,,2.3333333333333335,49.0,49.0,49.0,49.0,226.33333333333331
,,0.0,COD,,,,wait_refund,30459.0,,,0.0,0.0,0.0,11.0,48,MFG_DEFECT_POOR_FINISH,SELF_SERVE,,4.0,48.0,48.0,48.0,48.0,226.0
,,0.0,,,,299-750,,36809.0,,,0.0,0.0,10.75,46.857142857142854,83,,SELF_SERVE,4ab354c529074ce5,1.7343283582089553,7.0638297872340425,83.0,83.0,83.0,225.9634804699905
,,,,,,299-750,,36809.0,,,0.0,0.0,10.75,46.857142857142854,83,,SELF_SERVE,4ab354c529074ce5,1.7343283582089553,7.0638297872340425,83.0,83.0,83.0,225.9634804699905
,,,,AndroidApp,,,wait_replace,40775.0,,,0.0,0.0,0.0,19.0,48,DAMAGED_BROKEN_PRODUCT,,,2.4,48.0,48.0,48.0,48.0,222.0
,,,COD,AndroidApp,,,,35096.0,,,0.0,0.0,0.0,19.0,48,DAMAGED_BROKEN_PRODUCT,,,2.4,48.0,48.0,48.0,48.0,222.0
>700,,0.0,,,,,wait_refund,33144.0,,,0.0,0.0,0.0,12.0,47,MFG_DEFECT_POOR_FINISH,SELF_SERVE,,3.6153846153846154,47.0,47.0,47.0,47.0,220.53846153846155
,,0.0,,,,,wait_refund,26763.0,,,0.0,0.0,0.0,15.0,47,INSTALL_ASSEMBLY_ISSUE,SELF_SERVE,,2.9375,47.0,47.0,47.0,47.0,218.84375
,,0.0,,,,,wait_refund,26763.0,,,0.0,0.0,0.0,15.0,47,INSTALL_ASSEMBLY_ISSUE,,,2.9375,47.0,47.0,47.0,47.0,218.84375
,,,,,,,wait_refund,45349.0,,,0.0,0.0,9.6,53.57142857142857,80,,,4ab354c529074ce5,1.4659685863874345,7.547169811320755,80.0,80.0,80.0,218.7592610886101
,,0.0,,,,,wait_refund,45349.0,,,0.0,0.0,9.6,53.57142857142857,80,,,4ab354c529074ce5,1.4659685863874345,7.547169811320755,80.0,80.0,80.0,218.7592610886101
,,0.0,,AndroidApp,,,wait_replace,40296.0,,,0.0,0.0,0.0,17.0,47,DAMAGED_BROKEN_PRODUCT,,,2.611111111111111,47.0,47.0,47.0,47.0,218.02777777777777
,,0.0,,,,299-750,,22681.0,,,0.0,0.0,0.0,19.0,47,MFG_DEFECT_POOR_FINISH,SELF_SERVE,,2.35,47.0,47.0,47.0,47.0,217.375
>700,,,Prepaid,,,,,62984.0,,,0.0,0.0,0.0,15.0,46,MFG_DEFECT_POOR_FINISH,,,2.875,46.0,46.0,46.0,46.0,214.1875
,,,COD,,,,,39063.0,,,0.0,0.0,0.0,15.0,46,INSTALL_ASSEMBLY_ISSUE,,,2.875,46.0,46.0,46.0,46.0,214.1875
,,,COD,,,,,39063.0,,,0.0,0.0,0.0,15.0,46,INSTALL_ASSEMBLY_ISSUE,SELF_SERVE,,2.875,46.0,46.0,46.0,46.0,214.1875
,,0.0,COD,AndroidApp,,,,32638.0,,,0.0,0.0,0.0,17.0,46,DAMAGED_BROKEN_PRODUCT,,,2.5555555555555554,46.0,46.0,46.0,46.0,213.38888888888889
,,0.0,Prepaid,,,,,54231.0,,,0.0,0.0,0.0,17.0,46,MFG_DEFECT_POOR_FINISH,,,2.5555555555555554,46.0,46.0,46.0,46.0,213.38888888888889
,,0.0,,AndroidApp,,,,48791.0,,,0.0,0.0,11.8,58.57142857142857,79,,SELF_SERVE,4ab354c529074ce5,1.3261390887290168,6.171875,79.0,79.0,79.0,213.15909772182255
,,,,AndroidApp,,,,48791.0,,,0.0,0.0,11.8,58.57142857142857,79,,SELF_SERVE,4ab354c529074ce5,1.3261390887290168,6.171875,79.0,79.0,79.0,213.15909772182255
,,0.0,COD,AndroidApp,,,,37258.0,,,0.0,0.0,0.0,18.0,46,MFG_DEFECT_POOR_FINISH,SELF_SERVE,,2.4210526315789473,46.0,46.0,46.0,46.0,213.05263157894737
>700,,0.0,,,,,,48699.0,,,0.0,0.0,0.0,18.0,46,DAMAGED_BROKEN_PRODUCT,SELF_SERVE,,2.4210526315789473,46.0,46.0,46.0,46.0,213.05263157894737
,,0.0,COD,,,,,37264.0,,,0.0,0.0,0.0,12.0,45,INSTALL_ASSEMBLY_ISSUE,SELF_SERVE,,3.4615384615384617,45.0,45.0,45.0,45.0,211.15384615384616
,,0.0,COD,,,,,37264.0,,,0.0,0.0,0.0,12.0,45,INSTALL_ASSEMBLY_ISSUE,,,3.4615384615384617,45.0,45.0,45.0,45.0,211.15384615384616
,,,,,,,wait_refund,42610.0,,,0.0,0.0,9.6,50.42857142857143,77,,SELF_SERVE,4ab354c529074ce5,1.4972222222222222,7.264150943396227,77.0,77.0,77.0,210.771357442348
,,0.0,,,,,wait_refund,42610.0,,,0.0,0.0,9.6,50.42857142857143,77,,SELF_SERVE,4ab354c529074ce5,1.4972222222222222,7.264150943396227,77.0,77.0,77.0,210.771357442348
,,,,,,,wait_replace,61182.0,,,0.0,0.0,0.0,21.0,45,MFG_DEFECT_POOR_FINISH,,,2.0454545454545454,45.0,45.0,45.0,45.0,207.61363636363637
>700,,,,AndroidApp,,,,47911.0,,,0.0,0.0,0.0,23.0,45,DAMAGED_BROKEN_PRODUCT,,,1.875,45.0,45.0,45.0,45.0,207.1875
>700,,,,,,,,34469.0,,,0.0,0.0,0.0,15.0,44,INSTALL_ASSEMBLY_ISSUE,,,2.75,44.0,44.0,44.0,44.0,204.875
,,,Prepaid,,,,,49247.0,,,0.0,0.0,0.0,17.0,44,DAMAGED_BROKEN_PRODUCT,,,2.4444444444444446,44.0,44.0,44.0,44.0,204.11111111111111
,,,COD,,NEFT,,wait_refund,30806.0,,,0.0,0.0,0.0,12.0,43,MFG_DEFECT_POOR_FINISH,,,3.3076923076923075,43.0,43.0,43.0,43.0,201.76923076923077
,,,,,NEFT,,wait_refund,30806.0,,,0.0,0.0,0.0,13.0,43,MFG_DEFECT_POOR_FINISH,,,3.0714285714285716,43.0,43.0,43.0,43.0,201.17857142857144
,,,COD,,NEFT,,,30806.0,,,0.0,0.0,0.0,13.0,43,MFG_DEFECT_POOR_FINISH,,,3.0714285714285716,43.0,43.0,43.0,43.0,201.17857142857144
,,,,,NEFT,,,30806.0,,,0.0,0.0,0.0,14.0,43,MFG_DEFECT_POOR_FINISH,,,2.8666666666666667,43.0,43.0,43.0,43.0,200.66666666666669
>700,,,Prepaid,,,,,46771.0,,,0.0,0.0,0.0,14.0,43,MFG_DEFECT_POOR_FINISH,SELF_SERVE,,2.8666666666666667,43.0,43.0,43.0,43.0,200.66666666666669
>700,,,,,,,,46278.0,,,0.0,0.0,9.5,45.714285714285715,73,,,4ab354c529074ce5,1.5626911314984708,6.9523809523809526,73.0,73.0,73.0,200.3114897335081
>700,,0.0,,,,,,46278.0,,,0.0,0.0,9.5,45.714285714285715,73,,,4ab354c529074ce5,1.5626911314984708,6.9523809523809526,73.0,73.0,73.0,200.3114897335081
>700,,,,,,,,33705.0,,,0.0,0.0,0.0,15.0,43,INSTALL_ASSEMBLY_ISSUE,SELF_SERVE,,2.6875,43.0,43.0,43.0,43.0,200.21875
,,,,AndroidApp,,,wait_replace,34643.0,,,0.0,0.0,0.0,15.0,43,DAMAGED_BROKEN_PRODUCT,SELF_SERVE,,2.6875,43.0,43.0,43.0,43.0,200.21875
,,,COD,AndroidApp,,,,29422.0,,,0.0,0.0,0.0,16.0,43,DAMAGED_BROKEN_PRODUCT,SELF_SERVE,,2.5294117647058822,43.0,43.0,43.0,43.0,199.8235294117647
,,,,,NEFT,,,27807.0,,,0.0,0.0,0.0,9.0,42,MFG_DEFECT_POOR_FINISH,SELF_SERVE,,4.2,42.0,42.0,42.0,42.0,199.5
,,,COD,,NEFT,,,27807.0,,,0.0,0.0,0.0,9.0,42,MFG_DEFECT_POOR_FINISH,SELF_SERVE,,4.2,42.0,42.0,42.0,42.0,199.5
,,,,,NEFT,,wait_refund,27807.0,,,0.0,0.0,0.0,9.0,42,MFG_DEFECT_POOR_FINISH,SELF_SERVE,,4.2,42.0,42.0,42.0,42.0,199.5
,,,COD,,NEFT,,wait_refund,27807.0,,,0.0,0.0,0.0,9.0,42,MFG_DEFECT_POOR_FINISH,SELF_SERVE,,4.2,42.0,42.0,42.0,42.0,199.5
>700,,0.0,,,,,,32552.0,,,0.0,0.0,0.0,12.0,42,INSTALL_ASSEMBLY_ISSUE,,,3.230769230769231,42.0,42.0,42.0,42.0,197.0769230769231
,,0.0,,AndroidApp,,,wait_replace,34164.0,,,0.0,0.0,0.0,13.0,42,DAMAGED_BROKEN_PRODUCT,SELF_SERVE,,3.0,42.0,42.0,42.0,42.0,196.5
,,0.0,COD,,,,,45564.0,,,0.0,0.0,12.25,62.142857142857146,73,,,4ab354c529074ce5,1.1561085972850678,5.509433962264151,73.0,73.0,73.0,196.40913941774096
,,,COD,,,,,45564.0,,,0.0,0.0,12.25,62.142857142857146,73,,,4ab354c529074ce5,1.1561085972850678,5.509433962264151,73.0,73.0,73.0,196.40913941774096
,,0.0,Prepaid,,,,,37319.0,,,0.0,0.0,0.0,15.0,42,MFG_DEFECT_POOR_FINISH,SELF_SERVE,,2.625,42.0,42.0,42.0,42.0,195.5625
,,,Prepaid,AndroidApp,,,,55827.0,,,0.0,0.0,0.0,16.0,42,MFG_DEFECT_POOR_FINISH,,,2.4705882352941178,42.0,42.0,42.0,42.0,195.1764705882353
>700,,0.0,,AndroidApp,,,,44054.0,,,0.0,0.0,0.0,19.0,42,DAMAGED_BROKEN_PRODUCT,,,2.1,42.0,42.0,42.0,42.0,194.25
,,,,,,,wait_refund,41948.0,,,0.0,0.0,0.0,19.0,42,DAMAGED_BROKEN_PRODUCT,,,2.1,42.0,42.0,42.0,42.0,194.25
>700,,0.0,,,,,,31788.0,,,0.0,0.0,0.0,12.0,41,INSTALL_ASSEMBLY_ISSUE,SELF_SERVE,,3.1538461538461537,41.0,41.0,41.0,41.0,192.3846153846154
,,,COD,,,,,43473.0,,,0.0,0.0,11.5,56.57142857142857,71,,SELF_SERVE,4ab354c529074ce5,1.2332506203473945,5.68,71.0,71.0,71.0,191.9431265508685
,,0.0,COD,,,,,43473.0,,,0.0,0.0,11.5,56.57142857142857,71,,SELF_SERVE,4ab354c529074ce5,1.2332506203473945,5.68,71.0,71.0,71.0,191.9431265508685
,,0.0,Prepaid,,,,,46605.0,,,0.0,0.0,0.0,14.0,41,DAMAGED_BROKEN_PRODUCT,,,2.7333333333333334,41.0,41.0,41.0,41.0,191.33333333333331
,,0.0,COD,AndroidApp,,,,26964.0,,,0.0,0.0,0.0,15.0,41,DAMAGED_BROKEN_PRODUCT,SELF_SERVE,,2.5625,41.0,41.0,41.0,41.0,190.90625
>700,,0.0,,,,,,43258.0,,,0.0,0.0,8.75,41.285714285714285,69,,SELF_SERVE,4ab354c529074ce5,1.6317567567567568,7.076923076923077,69.0,69.0,69.0,190.73323804573806
>700,,,,,,,,43258.0,,,0.0,0.0,8.75,41.285714285714285,69,,SELF_SERVE,4ab354c529074ce5,1.6317567567567568,7.076923076923077,69.0,69.0,69.0,190.73323804573806
>700,,,COD,,,,,35595.0,,,0.0,0.0,0.0,9.0,40,MFG_DEFECT_POOR_FINISH,,,4.0,40.0,40.0,40.0,40.0,190.0
,,,,,,,wait_replace,50796.0,,,0.0,0.0,0.0,19.0,41,MFG_DEFECT_POOR_FINISH,SELF_SERVE,,2.05,41.0,41.0,41.0,41.0,189.625
>700,,,,AndroidApp,,,wait_refund,34619.0,,,0.0,0.0,0.0,10.0,40,MFG_DEFECT_POOR_FINISH,,,3.6363636363636362,40.0,40.0,40.0,40.0,189.0909090909091
,,,,AndroidApp,,,wait_refund,24955.0,,,0.0,0.0,0.0,14.0,40,INSTALL_ASSEMBLY_ISSUE,SELF_SERVE,,2.6666666666666665,40.0,40.0,40.0,40.0,186.66666666666669
,,,,AndroidApp,,,wait_refund,24955.0,,,0.0,0.0,0.0,14.0,40,INSTALL_ASSEMBLY_ISSUE,,,2.6666666666666665,40.0,40.0,40.0,40.0,186.66666666666669
,,,,,,299-750,wait_refund,18379.0,,,0.0,0.0,0.0,17.0,40,MFG_DEFECT_POOR_FINISH,,,2.2222222222222223,40.0,40.0,40.0,40.0,185.55555555555554
>700,,0.0,Prepaid,,,,,49754.0,,,0.0,0.0,0.0,11.0,39,MFG_DEFECT_POOR_FINISH,,,3.25,39.0,39.0,39.0,39.0,183.625
